Latitude,Longitude,Number of Structures,Type of building,Building Material,No of storeys,Type of Building Registration,Use of building,Total No. of Family Member,Gender: Male,Gender: Female,Gender: Others,Physically Disabled,Source of Income,Average Salary,Crops Harvest,Irrigation Facility,Electricity Facility,Road Acces,Nearest Health Facility,Animal Husbandary,No. of old member
27.4630942,85.1252268,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,23000,"Maize, Paddy",No,Yes,Yes,8 km,"Cow, Goat",0
27.463118,85.1252524,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,22000,Maize,No,No,No,8 km,"Chicken, Goat",0
27.4631167,85.1252513,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,1,Agriculture,22000,Maize,No,Yes,No,8 km,"Cow, Goat",0
27.4629577,85.125357,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,22000,Maize,No,Yes,Yes,8 km,"Cow, Goat",0
27.4632558,85.1257121,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,16000,Maize,No,Yes,No,8 km,"Chicken, Cow, Goat",1
27.4556677,85.1236,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,20000,Maize,No,Yes,No,8 km,"Cow, Goat",0
27.4600503,85.1207077,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,25000,"Maize, Paddy",No,Yes,No,6 km,"Cow, Goat",0
27.4598612,85.1208839,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,3,2,,0,Agriculture,24000,Maize,No,Yes,Yes,6 km,"Cow, Goat",1
27.4609167,85.1488267,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,22000,"Maize, Paddy",No,Yes,Yes,1 km,"Cow, Goat",0
27.4542549,85.0580221,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,3,4,,0,Agriculture,21000,"Maize, Millet",No,Yes,Yes,2km,Goat,1
27.4536225,85.0588419,2,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Others,,,,,,,,,,,,,,
27.4534684,85.0590192,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,0,Agriculture,21000,"Maize, Millet",No,Yes,Yes,2km,Cow,0
27.453539,85.0602676,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,0,0,Agriculture,21000,Maize,No,Yes,Yes,2km,Cow,0
27.4543303,85.0572237,2,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,4500,"Maize, Millet",No,Yes,Yes,2km,,0
27.4504126,85.0677191,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,23000,"Maize, Millet",No,Yes,Yes,1km,Chicken,0
27.4502915,85.0678773,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,11000,"Maize, Millet",No,Yes,Yes,1km,Chicken,0
27.4492652,85.0685163,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,2,1,1,,0,Agriculture,5000,"Maize, Millet",No,Yes,Yes,1km,Chicken,2
27.4490884,85.0685377,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,43000,"Maize, Millet",No,Yes,Yes,1km,Cow,0
27.4487999,85.0688514,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,"Residential, Normal Shop",6,3,3,,0,Agriculture,43000,"Maize, Millet",No,Yes,Yes,1km,Chicken,1
27.4486485,85.0688975,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,4,1,,0,Agriculture,43000,"Maize, Millet",No,Yes,Yes,1km,Cow,1
27.4474716,85.069654,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.446129,85.0708442,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4471091,85.0728489,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,2,,0,Agriculture,13000,"Maize, Millet",No,Yes,Yes,1km,Cow,0
27.4467655,85.0725202,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,43000,"Maize, Millet",No,Yes,Yes,1km,Chicken,0
27.4467576,85.0726985,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,31000,"Maize, Millet",No,Yes,Yes,1km,"Cow, Goat",1
27.4501771,85.0678547,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,31000,"Maize, Millet",No,Yes,Yes,1km,Cow,0
27.4501525,85.0679519,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4494791,85.0684302,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,8000,"Paddy, Millet, Maize",Yes,Yes,Yes,2km,Goat,0
27.4488497,85.0687976,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,34000,"Maize, Paddy",Yes,Yes,Yes,1km,Cow,1
27.4485114,85.0690391,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,3,4,,0,Agriculture,33000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4483693,85.0687801,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,31000,"Maize, Paddy",Yes,Yes,Yes,1km,Goat,0
27.4483429,85.068804,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Teaching,51000,"Maize, Paddy",Yes,Yes,Yes,1km,,0
27.4482656,85.0687062,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,32000,"Maize, Millet",No,Yes,Yes,1km,"Chicken, Cow",0
27.4484615,85.0690983,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,11000,"Maize, Paddy",Yes,Yes,Yes,1km,Cow,0
27.4483153,85.0692147,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,11000,"Maize, Paddy",Yes,Yes,Yes,1 km,"Cow, Goat",0
27.44792,85.069517,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12000,"Maize, Paddy",Yes,Yes,Yes,1km,,0
27.4478921,85.0694293,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,21000,"Paddy, Millet",Yes,Yes,Yes,1km,Cow,0
27.4477408,85.0694692,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,9000,"Maize, Paddy",Yes,Yes,Yes,1km,Goat,0
27.4477132,85.0695249,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,6000,Maize,Yes,Yes,Yes,1km,Cow,0
27.4469786,85.0698788,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,21000,"Maize, Paddy",Yes,Yes,Yes,1km,Cow,0
27.4468222,85.0699194,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,11000,"Maize, Paddy",Yes,Yes,Yes,1km,"Cow, Goat",0
27.4466987,85.0700427,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,1,3,,0,Agriculture,31000,"Maize, Millet",Yes,Yes,Yes,1km,Goat,0
27.4466602,85.0700505,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,2,5,,0,Agriculture,63000,"Maize, Paddy",Yes,Yes,Yes,1km,Chicken,2
27.4464476,85.0701268,1,स्थायी भवन,जस्तापाता,1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,4,2,2,,0,Agriculture,12000,Maize,Yes,Yes,Yes,1km,Cow,0
27.4463884,85.070281,1,स्थायी भवन,आर.सी.सी.,3,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,21000,"Maize, Paddy",Yes,Yes,Yes,1km,Cow,0
27.4463077,85.0704498,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12000,"Maize, Millet",Yes,Yes,Yes,1km,"Cow, Goat",0
27.4463176,85.0704803,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,3,,0,Agriculture,,"Maize, Paddy",No,Yes,Yes,1km,Goat,0
27.4462523,85.0705455,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,4,,0,Agriculture,31000,"Maize, Millet",Yes,Yes,Yes,1km,"Cow, Goat",0
27.4461871,85.070621,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,21000,"Maize, Paddy",No,Yes,Yes,1km,Goat,0
27.4491217,85.0694141,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,3,,0,Agriculture,3000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4492981,85.0706353,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,1,3,,0,Agriculture,23000,"Maize, Millet",Yes,Yes,Yes,2km,Cow,0
27.4491868,85.0707201,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,0,Agriculture,23000,"Maize, Millet",Yes,Yes,Yes,2km,Cow,0
27.4502396,85.0740988,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,21000,"Maize, Millet",No,Yes,Yes,3km,Cow,0
27.443568,85.0698934,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,4,3,,0,Agriculture,14000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,1
27.4437864,85.0700314,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,22000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4437079,85.070023,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,32000,"Maize, Millet",No,Yes,Yes,2km,Chicken,0
27.4437305,85.0701098,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,31000,"Maize, Millet",Yes,Yes,Yes,1km,"Cow, Goat",0
27.4438707,85.0703694,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,21000,"Maize, Millet",Yes,Yes,Yes,1km,,2
27.443746,85.07044,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,2,0,2,,0,Agriculture,11000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4437318,85.0707857,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,11000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4440221,85.0713237,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,1000,"Maize, Millet",Yes,Yes,Yes,1km,Chicken,0
27.4439826,85.0714571,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,8000,"Maize, Paddy",Yes,Yes,Yes,1km,Cow,0
27.4439059,85.0715704,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,21000,Maize,Yes,Yes,Yes,1km,Goat,0
27.4437156,85.0727257,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,0,Business,28000,"Maize, Paddy",Yes,Yes,Yes,1 km,"Buffalo, Cow",0
27.444541,85.0723329,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,32000,"Paddy, Millet, Maize",Yes,Yes,Yes,1km,Cow,0
27.4444476,85.0723818,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,12000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,2
27.4426263,85.0728878,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,5,2,,0,Agriculture,21000,"Maize, Paddy",Yes,Yes,Yes,1km,Cow,0
27.4427785,85.0730707,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,32000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4428212,85.0730338,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,3,4,,0,Agriculture,32000,Maize,Yes,Yes,Yes,1km,Cow,2
27.4428442,85.073044,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12000,"Maize, Paddy",Yes,Yes,Yes,1km,"Buffalo, Cow",0
27.4429749,85.0738687,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,2,5,,0,Agriculture,31000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,1
27.4430827,85.0743372,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,21000,Maize,Yes,Yes,Yes,1km,Cow,0
27.4428093,85.0748068,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,22000,"Maize, Paddy",Yes,Yes,Yes,1km,Cow,2
27.441696,85.0744334,4,अस्थायी भवन,जस्तापाता,2,थाहा नभएको ,Others,,,,,,,,,,,,,,
27.4427241,85.0752713,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,2,Agriculture,3000,"Maize, Millet",No,Yes,Yes,1km,Cow,0
27.4430251,85.0751299,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,11000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4430519,85.0749433,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,2,1,1,,0,Agriculture,23000,Millet,Yes,Yes,Yes,1km,Cow,0
27.4430744,85.0747419,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,21000,Maize,Yes,Yes,Yes,1km,Cow,1
27.4422141,85.0790752,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,32000,"Maize, Millet",Yes,Yes,Yes,50m,Chicken,0
27.440705,85.0804815,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,31000,,Yes,Yes,Yes,100m,,1
27.4410109,85.0800783,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,8,5,,0,Agriculture,31000,"Maize, Paddy",Yes,Yes,Yes,100m,Cow,1
27.4412364,85.0795433,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,21000,"Maize, Millet",Yes,Yes,Yes,200m,Cow,0
27.4413906,85.080358,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,9,4,5,,0,Agriculture,11000,"Maize, Millet",Yes,Yes,Yes,100m,Cow,2
27.4414765,85.080174,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,8,2,6,,0,Agriculture,21000,"Maize, Millet",Yes,Yes,Yes,100m,Cow,2
27.4415151,85.0801036,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,4,2,,0,Agriculture,11000,"Maize, Millet",Yes,Yes,Yes,100m,Chicken,0
27.441883,85.0802757,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,11000,"Maize, Millet",Yes,Yes,Yes,100m,Cow,0
27.4420019,85.0803709,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,32000,"Maize, Millet",Yes,Yes,Yes,100m,Cow,1
27.4424969,85.0799638,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,32000,"Maize, Millet",Yes,Yes,Yes,50m,Cow,2
27.4425985,85.0798285,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,8,5,3,,0,Agriculture,21000,"Maize, Millet",Yes,Yes,Yes,50m,Chicken,2
27.4427608,85.0796392,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,34000,"Maize, Millet",Yes,Yes,Yes,50m,Cow,0
27.4427836,85.0795703,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,0,3,,0,Agriculture,5600,"Maize, Paddy",Yes,Yes,Yes,50m,Chicken,1
27.4428064,85.0795359,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,31000,"Maize, Paddy",Yes,Yes,Yes,50m,Goat,0
27.442918,85.0794863,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,4500,"Maize, Millet",No,Yes,Yes,100m,Cow,0
27.442843,85.0794525,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,21000,"Maize, Millet",Yes,Yes,Yes,100m,Cow,1
27.4430274,85.0789426,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,4,2,,0,Agriculture,12000,"Maize, Millet",Yes,Yes,Yes,100m,Goat,0
27.4421746,85.0794836,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,34000,"Maize, Millet",Yes,Yes,Yes,20m,Cow,2
27.4442667,85.0752822,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,4,2,,0,Agriculture,22000,"Maize, Paddy",Yes,Yes,Yes,200m,Cow,2
27.4443602,85.0751431,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,32000,"Maize, Millet",Yes,Yes,Yes,300m,"Cow, Goat",3
27.4446186,85.0749037,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",3,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,9,6,3,,0,Agriculture,21000,"Maize, Millet",Yes,Yes,Yes,300m,Cow,0
27.446163,85.0707021,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4461463,85.0707853,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,3100,"Maize, Paddy",No,Yes,Yes,1km,Cow,1
27.4461243,85.070988,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,4500,"Paddy, Millet",Yes,Yes,Yes,1km,"Buffalo, Cow",1
27.4460814,85.0710093,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,5600,"Maize, Paddy",Yes,Yes,Yes,1km,Chicken,0
27.4466616,85.072472,2,अस्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,33000,"Maize, Millet",Yes,Yes,Yes,1km,"Cow, Goat",0
27.4499022,85.0703651,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4501318,85.0699314,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,11000,"Maize, Paddy",Yes,Yes,Yes,1km,Cow,0
27.4506905,85.0700402,2,अस्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,12000,"Maize, Paddy",Yes,Yes,Yes,1km,Chicken,1
27.4494907,85.0711665,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,1,3,,0,Agriculture,3400,"Maize, Paddy",Yes,Yes,Yes,1km,"Cow, Goat",0
27.4500788,85.0709711,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,1,Agriculture,23000,"Maize, Paddy",No,Yes,Yes,1km,Goat,0
27.4500279,85.0716942,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,8000,"Maize, Millet",Yes,Yes,Yes,1km,Goat,0
27.4499903,85.0721282,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,12000,"Maize, Paddy",Yes,Yes,Yes,1km,Goat,0
27.4505078,85.0732567,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,5,2,3,,0,Agriculture,11000,"Maize, Paddy",Yes,Yes,Yes,800m,Goat,0
27.4505021,85.0732697,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,34000,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4447667,85.0708292,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,6500,"Maize, Paddy",Yes,Yes,Yes,700m,Chicken,0
27.4450995,85.0710386,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,8500,"Maize, Millet",Yes,Yes,Yes,1km,Cow,0
27.4443112,85.0692161,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12500,"Maize, Paddy",Yes,Yes,Yes,900m,Cow,0
27.4361309,85.0886999,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,"Residential, Normal Shop",5,3,2,,0,Agriculture,13000,"Maize, Millet",Yes,Yes,Yes,700m,Cow,1
27.4361892,85.0886186,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,4,2,,0,Agriculture,32000,"Maize, Paddy",Yes,Yes,Yes,800m,Cow,3
27.4363227,85.0884756,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,2,0,2,,0,Agriculture,21000,"Maize, Paddy",Yes,Yes,Yes,800m,Goat,1
27.436314,85.0882552,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,2,,0,Agriculture,23000,"Maize, Paddy",Yes,Yes,Yes,800m,Goat,0
27.4363521,85.0881381,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,2,2,2,,0,Agriculture,5000,"Maize, Paddy",Yes,Yes,,800m,Chicken,0
